label,final,fullnopunc
contradiction,old man package pose front advertisement,An old man with a package poses in front of an advertisement
contradiction,calf roping cowboy call horse,During calf roping a cowboy calls off his horse
contradiction,people jump mountain crevasse rope,People jump over a mountain crevasse on a rope
contradiction,man looking bicycle rear wheel maintenance garage various tool visible background,A man looking over a bicycles rear wheel in the maintenance garage with various tools visible in the background
contradiction,three people sit bench station man look oddly two woman redheaded woman look forward awkward position yellow blond girl twiddle hair,Three people sit on a bench at a station the man looks oddly at the two women the redheaded women looks up and forward in an awkward position and the yellow blond girl twiddles with her hair
contradiction,three girl blow candle cake made peep,Three girls blow out the candles of a cake made of Peeps
contradiction,man woman taking picture woman scarf walk them,A man and woman are taking a picture of themselves while a woman in a scarf walks by them
contradiction,child library step,This child is on the library steps
contradiction,group adult stand bathroom looking small child bath,A group of adults stands in the bathroom looking down a small child in the bath
contradiction,frowning old man military cap civilian suit stand amongst crowd people outdoors carrying sign balloon,A frowning old man in a military cap and a civilian suit stands amongst a crowd of people outdoors carrying signs and balloons
contradiction,biker race,A biker races
contradiction,golden dog pass blue ball another golden dog beach,A golden dog passes a blue ball to another golden dog on the beach
contradiction,everyone street city seem busy thing,Everyone on the street in the city seem to be busy doing their own thing
contradiction,people riding bicycle street wearing helmet,People are riding bicycles in the street and they are all wearing helmets
contradiction,guy girl look mountain range,A guy and a girl look down a mountain range
contradiction,standing man talk seated woman sort vehicle,A standing man talks to a seated woman while on some sort of vehicle
contradiction,several men bar watch sport game television,Several men at a bar watch a sports game on the television
contradiction,two roadside worker lime green safety jacket white hard hat glove construction cone background,Two roadside workers with lime green safety jackets white hard hats and gloves on with construction cones in the background
contradiction,climber wearing red headband pulling gray rock high green foliage,a climber wearing a red headband is pulling himself up some gray rocks high above some green foliage
contradiction,old shoemaker factory,an old shoemaker in his factory
contradiction,four young girl playing water,Four young girls playing in the water
contradiction,four boy hit approaching wave,Four boys are about to be hit by an approaching wave
contradiction,couple enjoying meal bunch dog take nap,couples enjoying a meal while a bunch of dogs take a nap
contradiction,white duck expanding wing water,A white duck expanding its wings in the water
contradiction,two men wearing dirty clothing sitting sidewalk dog begging money using cardboard sign,Two men wearing dirty clothing are sitting on a sidewalk with their dog and begging for money using a cardboard sign
contradiction,boy swim shirtless black red bathing suit seagull sits sand,A boy swims shirtless with a black and red bathing suit while a seagull sits on the sand
contradiction,female runner dressed blue athletic wear running competition spectator line street,A female runner dressed in blue athletic wear is running in a competition while spectators line the street
contradiction,young boy red leaping sand playground,A young boy in red leaping into sand at a playground
contradiction,man long white beard examining camera another man black shirt background,A man with a long white beard is examining a camera and another man with a black shirt is in the background
contradiction,four woman taking walk icy road,Four women are taking a walk down an icy road
contradiction,five young men loft one holding whiteboard one making shaka sign front television,Five young men are in a loft with one holding a whiteboard and one making a shaka sign in front of the television
contradiction,people seated long table facing direction writing watching,People seated at long tables all facing the same direction some writing and some watching
contradiction,car loaded item top,A car is loaded with items on the top
contradiction,man sitting floor sleeping,A man is sitting on the floor sleeping
contradiction,brown dog jump obstacle,A brown dog jumps over an obstacle
contradiction,group people watch breakdancer red jacket one-handed trick,A group of people watch a breakdancer in a red jacket do a one-handed trick
contradiction,black man wearing red belt white man wearing blue belt pictured act practicing martial art inside building woman looking background,A black man wearing a red belt and a white man wearing a blue belt are pictured in the act of practicing martial arts inside a building with a woman looking on in the background
contradiction,skier ski-jumping two skier watch act,A Skier ski-jumping while two other skiers watch his act
contradiction,three child hold boy arm another boy hat shoot water gun him,Three children hold a boys arms down while another boy in a hat shoots a water gun at him
contradiction,three child hold boy arm another boy hat shoot water gun him,Three children hold a boys arms down while another boy in a hat shoots a water gun at him
contradiction,schoolgirl jumping low hurdle,A schoolgirl is jumping over a low hurdle
contradiction,announcement everybody beach,Here is an announcement for everybody about the beach
contradiction,group men boy look upwards something,A group of men and boys look upwards at something
contradiction,person dressed winter clothes pose snowman surrounded snow covered landscape,A person dressed in winter clothes poses with a snowman surrounded by snow covered landscape
contradiction,man white sweater look press box onto pitch,Man in white sweater looks from his press box onto the pitch
contradiction,man holding sort vegetable wife red sweater stare side daughter red sweater look camera,A man holding some sort of vegetables while his wife in a red sweater stares to the side and his daughter in a red sweater looks at the camera
contradiction,indian men selling food item sidewalk,Indian men selling food items on the sidewalk
contradiction,man walk cow dirt sidewalk,A man walks with a cow down a dirt sidewalk
contradiction,man aerodynamic gear riding bicycle road around sharp curve,A man in aerodynamic gear riding a bicycle down a road around a sharp curve
contradiction,two woman one wearing blue striped shirt wearing flowered shirt riding horse,Two woman one wearing a blue striped shirt and the other wearing a flowered shirt are riding horses
contradiction,girl laying ground cellphone,A girl laying on the ground on her cellphone
contradiction,boy kneeling skateboard riding street,A boy kneeling on a skateboard riding down the street
contradiction,shipyard worker standing around,Shipyard workers are standing around
contradiction,person crossing bridge train track,A person crossing a bridge with train tracks
contradiction,man black business suit stand upright next man wearing blue leaning railing,A man in a black business suit stands upright next to a man wearing blue and leaning against a railing
contradiction,military personnel shopping,Military personnel are shopping
contradiction,two black lab run one carrying orange dog toy,Two black labs run one carrying an orange dog toy
contradiction,smiling man baby girl posing photo,A smiling man and a baby girl posing for photo
contradiction,ambulance passing man wearing bandanna girl,An Ambulance is passing a man wearing a bandanna and girl
contradiction,bicyclist ride course near ocean day come end,Bicyclist ride the course near the ocean as the day comes to an end
contradiction,woman holding bag behind plantain,A woman holding bags behind plantains
contradiction,man wearing black pant ride along concrete ledge rollerblade,A man wearing black pants rides along a concrete ledge on rollerblades
contradiction,dog running snow,Dog running through the snow
contradiction,caucasian man wearing red plaid bottom black vest large button tattoo one arm upside unicycle balancing mouth,A caucasian man wearing red plaid bottoms and a black vest with large buttons with a tattoo on one arm has an upside down unicycle balancing on his mouth
contradiction,rock band stage immersed light show,Rock band on stage immersed in light show
contradiction,sooner football player carrying ball trying avoid tackled,The Sooner football player carrying the ball is trying to avoid being tackled
contradiction,concert blue shirted boy front light shining back,A concert with a blue shirted boy in the front and light shining in the back
contradiction,concert blue shirted boy front light shining back,A concert with a blue shirted boy in the front and light shining in the back
contradiction,band performing local bar club,A band performing at a local bar or club
contradiction,woman sits market sell good dog,A woman sits in a market where she sells goods with her dog
contradiction,two worker leaf blower blow orange leaf patch grass next wet sidewalk,Two workers with leaf blowers blow orange leaves off patches of grass next to a wet sidewalk
contradiction,worker wearing orange vest work fence,Workers wearing orange vests work on fence
contradiction,older gentleman wearing hat walking crutch next busy street,An older gentleman wearing a hat is walking on crutches next to a busy street
contradiction,toddler sitting next another girl slightly older using bubble machine blow large bubble air,A toddler sitting next to another girl who is slightly older is using a bubble machine to blow a large bubble into the air
contradiction,elderly man talking young boy table produce,An elderly man talking to a young boy by a table of produce
contradiction,child buried sand,A child buried in the sand
contradiction,laughing man sitting camp chair arm outstretched man black shirt next stuffing face,A laughing man is sitting in a camp chair with his arms outstretched while a man in a black shirt next to him is stuffing his face
contradiction,dog cow play together inside fence,A dog and a cow play together inside the fence
contradiction,lady blue white tube top take picture disposable camera another lady bag flash piece sign background,A lady in a blue and white tube top takes her own picture with a disposable camera while another lady with a bag flashes a piece sign in the background
contradiction,woman blue dress carrying black purse ride scooter street,Woman in a blue dress and carrying a black purse rides a scooter down the street
contradiction,female beach volleyball player either side net one looking spike ball teammate watch blue sky background,Female beach volleyball players on either side of a net with one looking to spike the ball as her teammate watches with the blue sky in the background
contradiction,elderly woman white jacket walking past brick wall using cain support herself,An elderly woman in a white jacket walking past a brick wall using a cain to support herself
contradiction,child blond-hair looking screen door,A child with blond-hair looking out of a screen door
contradiction,four entertainer dressed roman style garb performing outdoor theater,Four entertainers dressed in Roman style garb are performing at an outdoor theater
contradiction,motorcycle rider going bump,Motorcycle rider going over a bump
contradiction,two middle-aged police officer watch parking lot night,Two middle-aged police officers watch over a parking lot at night
contradiction,large black white dog licking smaller white black dog growling,A large black and white dog is licking a smaller white and black dog who is growling
contradiction,bicycle rider wearing racing gear pedal yellow bike past wire fence edge field stand tree background,A bicycle rider wearing racing gear pedals a yellow bike past the wire fence at the edge of a field with a stand of trees in the background
contradiction,white male office setting wearing gray dress shirt black dress pant black dress shoe jump roping smiling,A white male in and office setting wearing a gray dress shirt and black dress pants with black dress shoes is jump roping and smiling
contradiction,boy running spinning metal tunnel playground,A boy is running in a spinning metal tunnel in the playground
contradiction,girl green coat walk rural road playing flute,A girl in a green coat walks down a rural road playing a flute
contradiction,boy woman top large rock sunset,A boy and a woman are on top of large rocks at sunset
contradiction,blond woman looking camera brunette woman holding front wall several piece art it,A blond woman is looking at a camera that a brunette woman is holding in front of a wall with several pieces of art on it
contradiction,boy wearing shirt simpson character ralph wiggum play nintendo d sister,A boy wearing a shirt with the Simpsons character Ralph Wiggum plays a Nintendo DS with his sister
contradiction,two child looking telescope city street boy using step ladder see eyeglass,Two children are looking through a telescope on a city street and the boy is using a step ladder to see through the eyeglass
contradiction,man stand load box near pizza restaurant,A man stands by a load of boxes near a pizza restaurant
contradiction,basketball player white red go shot two defensive men red jump block shot,A basketball player in white in red goes up for the shot as two defensive men in red jump up to block the shot
contradiction,man tank top fixing hotdog,A man in a tank top fixing himself a hotdog
contradiction,man tank top fixing hotdog,A man in a tank top fixing himself a hotdog
contradiction,man wearing cap pushing cart large display board kept road,A man wearing a cap is pushing a cart on which large display boards are kept on a road
contradiction,scientist study slide order work new creation,A scientist studies a slide in order to work on her new creation
contradiction,person dressed jacket long pant walk snow-covered street small town,A person dressed in a jacket and long pants walks down a snow-covered street in a small town
contradiction,big black poodle running grass toy mouth,A big black poodle running on the grass with a toy in its mouth
contradiction,girl short hair white shirt holding beer bottle,A girl with short hair and a white shirt is holding a beer bottle
contradiction,mother daughter meeting first time,Mother and daughter are meeting for the first time
contradiction,young boy red shirt jean resists sister request water road,The young boy in a red shirt and jeans resists his sisters request for water on the road
contradiction,two kilted men one older holding bagpipe one drum,There are two kilted men one of them older and is holding bagpipes with the other one with a drum
contradiction,girl black pant lowering camera onto running track,A girl with black pants on is lowering a camera onto the running track
contradiction,man bicycle ride past park group people background,A man on a bicycle rides past a park with a group of people in the background
contradiction,stick figure middle street,Stick figures in the middle of the street
contradiction,band singing playing electric guitar crowd people,A band singing and playing electric guitar for a crowd of people
contradiction,brown dog coming orange yellow tunnel,a brown dog coming out of an orange and yellow tunnel
contradiction,man suit cheering library front child,A man in a suit cheering in a library in front of children
contradiction,couple look camera foreground filled balloon,A couple look into the camera as the foreground is filled with balloons
contradiction,two men laying floor tile doorway,Two men are laying floor tiles in a doorway
contradiction,four african boy playing soccer,Four African boys playing soccer
contradiction,four african boy playing soccer,Four African boys playing soccer
contradiction,man green shirt large beige hat supervising newsstand sell snack drink,A man in a green shirt and large beige hat is supervising a newsstand that sells snacks and drinks
contradiction,man hold rope boy who climb wall,A man holds a rope for a boy whos about to climb a wall
contradiction,man wielding electric razor gleefully shaving away another man hair,A man wielding an electric razor is gleefully shaving away another mans hair
contradiction,man wearing denim jacket jean weld bridge water wearing safety mask,A man wearing a denim jacket and jeans welds on a bridge above water while wearing his safety mask
contradiction,eastern vendor sits stall rooster nearby,An Eastern vendor sits by his stall with a rooster nearby
contradiction,boy splashed swimming pool,A boy is being splashed in a swimming pool
contradiction,man bike sun beating background launched dirt ramp coming back down,A man on a bike with the sun beating down in the background just launched off of a dirt ramp and is coming back down
contradiction,child playing two broom front pine tree light it,a child playing with two brooms in front of a pine tree with lights on it
contradiction,man blue jacket standing table back camera,A man in a blue jacket standing at a table with his back to the camera
contradiction,two men later year one wearing hat wearing glass fixing sort machine,Two men in their later years one wearing a hat the other wearing glasses are fixing some sort of machine
contradiction,front brick house straw roof figure three child stand two holding square blackboard,In front of a brick house with a straw roof and some figures three children stand two of them holding squares of blackboard
contradiction,man white shirt dark short red cap standing small green rowboat green oar middle appears shallow river bank tall dried grass,A man in a white shirt dark shorts and a red cap is standing in a small green rowboat with green oars in the middle of what appears to be a shallow river against a bank of tall dried grasses
contradiction,man wearing welding mask working duct,A man wearing a welding mask working on a duct
contradiction,boy red jacket balck hat sliding knee snowy hill,A boy in a red jacket and balck hat sliding on his knees down a snowy hill
contradiction,man woman talk another woman looking concerned room decorated streamer balloon,A man and woman talk to another woman all looking concerned in a room being decorated with streamers and balloons
contradiction,three friend talking,Three friends are talking
contradiction,music concerto happening stage light spot audience listens dark,A music concerto is happening on stage with the lights on spot while the audience listens in the dark
contradiction,three black people two men one woman middle small rural street piling item top taxi cab net dangling top windshield two child two people nearby,Three black people two men and one woman in the middle of a small rural street are piling up items on top of a taxi cab with a net dangling down on top of the windshield while two children and two other people are nearby
contradiction,"woman american military uniform sits table writes word ""sad"" ""depressed"" ""hatred"" large sheet white paper","A woman in an American military uniform sits at a table and writes the words ""sad"" ""depressed"" and ""hatred"" on a large sheet of white paper"
contradiction,man short mohawk beard,A man in a short Mohawk and beard
contradiction,two woman standing fence talking cellphone two men sitting opposite side fence conversation,Two women standing at a fence are each talking on their cellphones while two men sitting on the opposite side of the fence are having a conversation
contradiction,two woman standing fence talking cellphone two men sitting opposite side fence conversation,Two women standing at a fence are each talking on their cellphones while two men sitting on the opposite side of the fence are having a conversation
contradiction,two kid black trunk bouncing wet trampoline,Two kids in black trunks bouncing on a wet trampoline
contradiction,two girl kissing man black shirt brown hair cheek,Two girls kissing a man with a black shirt and brown hair on the cheeks
contradiction,lab tech looking microscope lab,Lab tech looking through a microscope in a lab
contradiction,crowd gathered either side soap box derby single soap box car road track,A crowd gathered on either side of a soap box derby with a single soap box car on the road track
contradiction,guy uniform standing side boat moving water,Guy in uniform standing on the side of a boat moving through the water
contradiction,person indeterminate sex wearing dark hat neutral pant red shirt walking rocky slope high altitude daytime,A person of indeterminate sex wearing a dark hat neutral pants and a red shirt walking up a rocky slope at high altitude in the daytime
contradiction,table art camp pamphlet it young woman older man painting ceramic supervision blond woman wearing name tag,At a table with an art camp pamphlet on it a young woman and an older man are painting ceramics under the supervision of a blond woman wearing a name tag
contradiction,man wearing short look cellphone woman walk outside small building,A man wearing shorts looks at his cellphone while a woman walks outside a small building
contradiction,runner wearing purple strives finish line,A runner wearing purple strives for the finish line
contradiction,man wearing feather head dressed native american costume stand front crowd people street,A man wearing feathers on his head and dressed in a Native American costume stands in front of a crowd of people on the street
contradiction,man stand arm inside large green piece equipment,A man stands with his arms out inside a large green piece of equipment
contradiction,people walk bicycle alley white building blue trim,People walk and bicycle down an alley between white buildings with blue trim
contradiction,people walk bicycle alley white building blue trim,People walk and bicycle down an alley between white buildings with blue trim
contradiction,woman wearing black top glass speaking blue tipped microphone another woman beside writing,Women wearing a black top and glasses speaking into a blue tipped microphone with another woman beside her writing
contradiction,woman brown hair sitting bench outside cafe,a woman with brown hair sitting on a bench outside a cafe
contradiction,group men playing music man holding guitar talking man drum,A group of men playing music the man holding a guitar is talking to a man with drums
contradiction,cement worker working new sidewalk outside clothing store,A cement worker is working on a new sidewalk outside of a clothing store
contradiction,man woman posing picture,A man a woman posing for a picture
contradiction,golfer shoot ball sand trap,A golfer shoots his ball out of a sand trap
contradiction,golfer shoot ball sand trap,A golfer shoots his ball out of a sand trap
contradiction,"woman hold newspaper say ""real change""","A woman holds a newspaper that says ""Real change"""
contradiction,four men baseball cap logo t-shirt laughing together table,Four men with baseball caps and logo t-shirts laughing together at a table
contradiction,single person stand heavily-eroded cliff-side rock holding bare branch aloft,A single person stands on a heavily-eroded cliff-side rock while holding a bare branch aloft
contradiction,man plaid shirt walking street advertisement chinese,A man in a plaid shirt is walking on a street where there are advertisements in Chinese
contradiction,man woman lying together grassy park field near waterfront,A man and a woman are lying together on a grassy park field near a waterfront
contradiction,family stroller waiting front carousel,Families with strollers waiting in front of a carousel
contradiction,boy work project shop class,A boy works on a project in shop class
contradiction,three men sitting beach dressed orange refuse cart front them,Three men are sitting on a beach dressed in orange with refuse carts in front of them
contradiction,brown dog black white dog run along green grass,A brown dog and black and white dog run along the green grass
contradiction,man blue plaid shirt black pant sitting box holding something hand,A man in a blue plaid shirt with black pants is sitting on a box and holding something in his hand
contradiction,man beer hand listens woman talk,A man with a beer in his hand listens to a woman talk
contradiction,brown dog race field,A brown dog races through a field
contradiction,old indian man dressed rag sleep ground using backpack pillow,An old Indian man dressed in rags sleeps on the ground using his backpack as a pillow
contradiction,person walk outside carrying bag young girl pink walk behind her,A person walks outside carrying a bag while a young girl in pink walks behind her
contradiction,two hiker backpacking snow slope,Two hikers are backpacking up a snow slope
contradiction,child nap floor others stand by,Children nap on a floor while others stand by
contradiction,girl playing soccer green field tree background,A girl playing soccer in a green field with some trees in the background
contradiction,soccer player wearing red uniform walk field game near parking lot,a soccer player wearing a red uniform walks off the field after a game near a parking lot
contradiction,woman play guitar tip,A woman plays guitar for tips
contradiction,wet golden retriever walking lake,a wet golden retriever is walking through a lake
contradiction,bird perched line sort attached pole,A bird is perched on a line of some sort attached to a pole
contradiction,group people examine boat orange flag sitting sand next body water,A group of people examine a boat with an orange flag that is sitting on sand next to a body of water
contradiction,helmeted male airborne bike dirt road,A helmeted male airborne on a bike on a dirt road
contradiction,rescue worker search flashlight slab ruined building,A rescue worker searches with a flashlight under a slab in a ruined building
contradiction,small child red jacket sitting man shoulder holding head,A small child in a red jacket is sitting on a mans shoulders and holding his head
contradiction,four youth elder man woman playing water bottom man swim trunk,Four youth and an elder man and woman playing in water just up to the bottom of mans swim trunks
contradiction,three men hat woman red shirt examine produce presented man blue shirt white hat,Three men in hats and a woman in a red shirt examine the produce presented to them by the man in the blue shirt and white hat
contradiction,two child sitting white blanket child sitting dirt,Two children are sitting on a white blanket while the other child is sitting in the dirt
contradiction,guy attempting perform skateboard trick jumping part white building attempt land concrete outside,A guy is attempting to perform a skateboard trick while jumping over part of a white building in an attempt to land on the concrete outside
contradiction,young man wearing green shirt hat attempt trick skateboard riding skate park next beach,A young man wearing a green shirt and a hat attempts a trick on a skateboard while riding it in a skate park next to a beach
contradiction,man carpentry construction top unfinished building,man doing carpentry or construction on top of an unfinished building
contradiction,toddler sitting bottom slide smiling,A toddler is sitting at the bottom of a slide and smiling
contradiction,couple female talking one flicking cigarette,A couple of females are talking to each other while one is flicking her cigarette
contradiction,people ordering picking food restaurant window,People ordering and picking up food at a restaurant window
contradiction,group people traveling small wooden boat,A group of people traveling in a small wooden boat
contradiction,group people traveling small wooden boat,A group of people traveling in a small wooden boat
contradiction,one female two male musician holding musical equipment,One female and two male musicians holding musical equipment
contradiction,"woman wearing dollar sign glass holding dollar bill stand suitcase say ""lucky"" overflowing cash","A woman wearing dollar sign glasses holding a dollar bill stands with a suitcase that says ""Lucky"" that is overflowing with cash"
contradiction,person riding motorbike person bright yellow jacket watching someone fall bike,A person is riding their motorbike and a person in a bright yellow jacket is watching someone fall off their bike
contradiction,man holding child shoulder,A man is holding a child on his shoulders
contradiction,young child standing snow pile city,Young child standing on a snow pile in a city
contradiction,large group people populate dimly lit room,A large group of people populate a dimly lit room
contradiction,woman red-hair staple paper,A woman with red-hair staples some papers
contradiction,look like quite sweaty smelly dog pile one little rugby ball boy blue seem want more,It looks like quite a sweaty smelly dog pile over one little rugby ball but the boys in blue seem to want it more
contradiction,man tossing knife air another man stand nearby,A man is tossing a knife in the air while another man stands nearby
contradiction,photographer using tripod take picture sunset,A photographer is using a tripod to take a picture of a sunset
contradiction,two men assisting small girl harness,Two men are assisting a small girl in a harness
contradiction,person orange jacket getting rear toyota suv parked front view ocean mountain,A person in an orange jacket getting out of the rear of a Toyota SUV parked in front of a view of the ocean and mountains
contradiction,asian woman purple shirt preparing bowl food younger asian boy sitting near buy asian man eats roll prepares take food chopstick,An Asian woman in a purple shirt preparing a bowl of food for the younger Asian boy sitting near buy while an Asian man eats a roll and prepares to take some food up with his chopsticks
contradiction,two white dog fighting,two white dogs fighting with each other
contradiction,ground boy red sweatshirt leaning holding football two kid,On the ground a boy in a red sweatshirt is leaning over holding a football and two other kids
contradiction,small child giving heavy metal sign,A small child is giving heavy metal signs
contradiction,shirtless man fishing boat,A shirtless man with his fishing boat
contradiction,woman sitting office,A woman sitting in an office
contradiction,"sign indicates ""dangerous shorebreak"" overcast day several people hang beach","A sign indicates ""Dangerous Shorebreak"" on an overcast day while several people hang out on the beach"
contradiction,navy men stand along red carpet salute superior walk by,Navy men stand along a red carpet and salute as their superior walks by
contradiction,blond woman kissing cheek brown-haired man,a blond woman kissing the cheek of a brown-haired man
contradiction,person climbing wooden ladder steep jagged rock cliff,A person is climbing a wooden ladder on a very steep jagged rock cliff
contradiction,woman pose picture child,A woman poses for a picture with a child
contradiction,young boy swing hula hoop child sit floor hoop,A young boy swings a hula hoop while other children sit on the floor with their hoops
contradiction,child floating blue raft woman hold black dog swim nearby,A child floating on a blue raft while a woman holds on to him while a black dog swims nearby
contradiction,multiple men fill scene one white button shirt using cellphone others wearing pink orange green shirt engaged various activity background,Multiple men fill the scene one in a white button up shirt using his cellphone the others wearing pink orange and green shirts engaged in various activities in the background
contradiction,group young boy wearing track jacket stretch leg gym floor sit circle,A group of young boys wearing track jackets stretch their legs on a gym floor as they sit in a circle
contradiction,person sitting rock beside waterfall,A person sitting on a rock beside a waterfall
contradiction,happy woman quite stand front business display closed sign look animated,A happy woman quite stands in front of a business that displays a closed sign and looks very animated
contradiction,child getting pedicure,This child is getting a pedicure
contradiction,robed dancer holding fire stick entertains crowd,A robed dancer holding fire stick entertains a crowd
contradiction,woman swing rope overlooking red farmhouse gated pasture tall tree,A woman swings on a rope overlooking a red farmhouse and gated pastures and tall trees
contradiction,gymnastics performer mid-pose completes jump,A gymnastics performer is in mid-pose as she completes her jump
contradiction,yellow dog running field near mountain,A yellow dog is running in a field near a mountain
contradiction,young woman tight pant talk man street,A young woman in tight pants talks to a man in the street
contradiction,man latex glove black t-shit standing front chevy van,A man with a latex glove and black t-shit is standing in front of a Chevy van
contradiction,young girl laughing chasing pigeon street people walking nearby,A young girl is laughing and chasing pigeons on the street where other people are walking nearby
contradiction,man wearing black coat walking,A man wearing a black coat is walking
contradiction,man striped black white shirt helmet clean wooden floor another one help background,A man with a striped black and white shirt and a helmet cleans wooden floor while another one helps him on the background
contradiction,white brown dog standing back leg next woman table gingerbread house it,A white and brown dog is standing on its back legs next to a woman and a table with a gingerbread house on it
contradiction,woman blue pant light-blue top look hand standing near dirty gray truck surrounded muddy ground,A woman in blue pants and a light-blue top looks down at her hand while standing near a dirty gray truck and surrounded by muddy ground
contradiction,man pushing hand-truck box bending pick pear,A man pushing a hand-truck of boxes is bending over to pick up a pear
contradiction,group men beach chasing another man carrying ball,A group of men on a beach are chasing another man who is carrying a ball
contradiction,two rescue guy looking guy stretcher,Two rescue guys looking at a guy on a stretcher
contradiction,woman sidewalk block sun eye peer street,A woman on the sidewalk blocks the sun from her eyes to peer down the street
contradiction,couple taking break bicycling,A couple is taking a break from bicycling
contradiction,older man sleeping folding chair street,An older man sleeping in a folding chair on the street
contradiction,two men running road carrying canoe,Two men are running down a road and carrying a canoe
contradiction,person swimming swimming pool,A person swimming in a swimming pool
contradiction,man summer clothing skiing thin snow,A man in summer clothing skiing on thin snow
contradiction,man suit gold button name tag gesture hand speaks another man dress shirt holding beverage glass,A man in a suit with gold buttons and a name tag gestures with his hands as he speaks to another man in a dress shirt who is holding a beverage in a glass
contradiction,girl wearing pink pull weed,a girl wearing pink pulls weeds
contradiction,two young boy playing duck near water,Two young boys playing with ducks near the water
contradiction,man wearing red swim trunk red swimming cap diving cliff,A man wearing red swim trunks and a red swimming cap is diving off a cliff
contradiction,two people kickboxing others spectating,Two people kickboxing with others spectating
contradiction,crowd gather watch bonfire,A crowd gathers and watches a bonfire
contradiction,woman wearing red helmet holding rope smiling,A woman wearing a red helmet is holding a rope and smiling
contradiction,police person motorcycle side street,A police person is on a motorcycle on the side of a street
contradiction,street performer entertaining gathered audience help young boy,A street performer is entertaining a gathered audience with the help of a young boy
contradiction,green trash truck road person sweeping sidewalk,There is a green trash truck in road with a person sweeping sidewalk
contradiction,young men drink coffee read book outside building sunny day; older bearded man dark blue shirt glance younger man striped shirt red toy crab table next him,Young men drink coffee and read books just outside some buildings on a sunny day; an older bearded man in a dark blue shirt glances at a younger man in a striped shirt who has a red toy crab on the table next to him
contradiction,two friend laugh,Two friends having a laugh
contradiction,guy surfing lake river boat pulling,A guy surfing in a lake or river while a boat is pulling him
contradiction,boy blue shirt play jumping tent,A boy in a blue shirt plays in a jumping tent
contradiction,man renaissance clothing sitting brick wall,A man in renaissance clothing is sitting on a brick wall
contradiction,child play grass outside near tree,some children play in the grass outside near a tree
contradiction,older man holding sign tattoo soliciting business street,An older man holding a sign for tattoos soliciting business on the street
contradiction,solo cyclist riding windy road,A solo cyclist is riding down a windy road
contradiction,man dressed brown shirt tan short one knee looking type machinery,A man dressed in a brown shirt and tan shorts is down on one knee looking at some type of machinery
contradiction,man rolling suitcase front bunch red flower,A man is rolling a suitcase in front of a bunch of red flowers
contradiction,two worker work attire (windbreakers vests) walking along edge road,Two workers in work attire (windbreakers and vests) walking along the edge of a road
contradiction,person flying air bicycle,A person flying through the air on a bicycle
contradiction,two men renovate brick wall outside,Two men renovate a brick wall outside
contradiction,woman wear robe bikini heel stand stage next flower pot,A woman wears a robe and bikini with heels as she stands on stage next to a flower pot
contradiction,basketball referee watching team player hang hoop,Basketball referee watching a team player hang from the hoop
contradiction,man outdoors looking directly camera front yellow flower,A man is outdoors looking directly at the camera and in front of him is a yellow flower
contradiction,boy green shirt sitting almost empty stadium,A boy in a green shirt is sitting in an almost empty stadium
contradiction,man walk among large tree,The man walks among the large trees
contradiction,runner yellow convoy motorcycle following behind highway bystander watch,A runner in yellow has a convoy of motorcycles following behind him on a highway as bystanders watch
contradiction,painter re-creates old work art museum,Painter re-creates old works of art in a museum
